mask,frame,dataset,class_name
Endoscapes/train/Masks/Cystic Artery/105_15700.png,Endoscapes/train/Frames/105_15700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_16450.png,Endoscapes/train/Frames/105_16450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_17200.png,Endoscapes/train/Frames/105_17200.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_17950.png,Endoscapes/train/Frames/105_17950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_18700.png,Endoscapes/train/Frames/105_18700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_20950.png,Endoscapes/train/Frames/105_20950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_21700.png,Endoscapes/train/Frames/105_21700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_22450.png,Endoscapes/train/Frames/105_22450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_23950.png,Endoscapes/train/Frames/105_23950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/105_24700.png,Endoscapes/train/Frames/105_24700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_16600.png,Endoscapes/train/Frames/10_16600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_18100.png,Endoscapes/train/Frames/10_18100.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_18850.png,Endoscapes/train/Frames/10_18850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_19600.png,Endoscapes/train/Frames/10_19600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_21100.png,Endoscapes/train/Frames/10_21100.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_22600.png,Endoscapes/train/Frames/10_22600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_23350.png,Endoscapes/train/Frames/10_23350.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/10_24100.png,Endoscapes/train/Frames/10_24100.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_30550.png,Endoscapes/train/Frames/110_30550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_31300.png,Endoscapes/train/Frames/110_31300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_32050.png,Endoscapes/train/Frames/110_32050.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_32800.png,Endoscapes/train/Frames/110_32800.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_33550.png,Endoscapes/train/Frames/110_33550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_34300.png,Endoscapes/train/Frames/110_34300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_35050.png,Endoscapes/train/Frames/110_35050.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_35800.png,Endoscapes/train/Frames/110_35800.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_36550.png,Endoscapes/train/Frames/110_36550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_37300.png,Endoscapes/train/Frames/110_37300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_38050.png,Endoscapes/train/Frames/110_38050.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_38800.png,Endoscapes/train/Frames/110_38800.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_39550.png,Endoscapes/train/Frames/110_39550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_40300.png,Endoscapes/train/Frames/110_40300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/110_41800.png,Endoscapes/train/Frames/110_41800.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_25575.png,Endoscapes/train/Frames/116_25575.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_26325.png,Endoscapes/train/Frames/116_26325.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_27075.png,Endoscapes/train/Frames/116_27075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_27825.png,Endoscapes/train/Frames/116_27825.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_28575.png,Endoscapes/train/Frames/116_28575.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_30075.png,Endoscapes/train/Frames/116_30075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_30825.png,Endoscapes/train/Frames/116_30825.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_33075.png,Endoscapes/train/Frames/116_33075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_33825.png,Endoscapes/train/Frames/116_33825.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_34575.png,Endoscapes/train/Frames/116_34575.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_35325.png,Endoscapes/train/Frames/116_35325.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/116_36075.png,Endoscapes/train/Frames/116_36075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_16375.png,Endoscapes/train/Frames/117_16375.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_19375.png,Endoscapes/train/Frames/117_19375.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_20125.png,Endoscapes/train/Frames/117_20125.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_20875.png,Endoscapes/train/Frames/117_20875.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_21625.png,Endoscapes/train/Frames/117_21625.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_22375.png,Endoscapes/train/Frames/117_22375.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_23875.png,Endoscapes/train/Frames/117_23875.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_24625.png,Endoscapes/train/Frames/117_24625.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_26125.png,Endoscapes/train/Frames/117_26125.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_26875.png,Endoscapes/train/Frames/117_26875.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_27625.png,Endoscapes/train/Frames/117_27625.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_28375.png,Endoscapes/train/Frames/117_28375.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/117_30625.png,Endoscapes/train/Frames/117_30625.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_58500.png,Endoscapes/train/Frames/119_58500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_59250.png,Endoscapes/train/Frames/119_59250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_61500.png,Endoscapes/train/Frames/119_61500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_62250.png,Endoscapes/train/Frames/119_62250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_63750.png,Endoscapes/train/Frames/119_63750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_64500.png,Endoscapes/train/Frames/119_64500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_66000.png,Endoscapes/train/Frames/119_66000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_66750.png,Endoscapes/train/Frames/119_66750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_67500.png,Endoscapes/train/Frames/119_67500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_72000.png,Endoscapes/train/Frames/119_72000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_73500.png,Endoscapes/train/Frames/119_73500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_74250.png,Endoscapes/train/Frames/119_74250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_75000.png,Endoscapes/train/Frames/119_75000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_75750.png,Endoscapes/train/Frames/119_75750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_76500.png,Endoscapes/train/Frames/119_76500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_77250.png,Endoscapes/train/Frames/119_77250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_78000.png,Endoscapes/train/Frames/119_78000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_78750.png,Endoscapes/train/Frames/119_78750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_81000.png,Endoscapes/train/Frames/119_81000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_81750.png,Endoscapes/train/Frames/119_81750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_82500.png,Endoscapes/train/Frames/119_82500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_84750.png,Endoscapes/train/Frames/119_84750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_86250.png,Endoscapes/train/Frames/119_86250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_87000.png,Endoscapes/train/Frames/119_87000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_87750.png,Endoscapes/train/Frames/119_87750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_88500.png,Endoscapes/train/Frames/119_88500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_89250.png,Endoscapes/train/Frames/119_89250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_90000.png,Endoscapes/train/Frames/119_90000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/119_90750.png,Endoscapes/train/Frames/119_90750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/13_44600.png,Endoscapes/train/Frames/13_44600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/13_46850.png,Endoscapes/train/Frames/13_46850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/13_47600.png,Endoscapes/train/Frames/13_47600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/14_11100.png,Endoscapes/train/Frames/14_11100.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/14_11850.png,Endoscapes/train/Frames/14_11850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/36_6075.png,Endoscapes/train/Frames/36_6075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/36_6825.png,Endoscapes/train/Frames/36_6825.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/36_9075.png,Endoscapes/train/Frames/36_9075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/36_9825.png,Endoscapes/train/Frames/36_9825.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_39600.png,Endoscapes/train/Frames/38_39600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_40350.png,Endoscapes/train/Frames/38_40350.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_41100.png,Endoscapes/train/Frames/38_41100.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_44100.png,Endoscapes/train/Frames/38_44100.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_44850.png,Endoscapes/train/Frames/38_44850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_46350.png,Endoscapes/train/Frames/38_46350.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_47850.png,Endoscapes/train/Frames/38_47850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_48600.png,Endoscapes/train/Frames/38_48600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_49350.png,Endoscapes/train/Frames/38_49350.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/38_50850.png,Endoscapes/train/Frames/38_50850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_28175.png,Endoscapes/train/Frames/39_28175.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_28925.png,Endoscapes/train/Frames/39_28925.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_29675.png,Endoscapes/train/Frames/39_29675.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_30425.png,Endoscapes/train/Frames/39_30425.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_31925.png,Endoscapes/train/Frames/39_31925.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_32675.png,Endoscapes/train/Frames/39_32675.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_33425.png,Endoscapes/train/Frames/39_33425.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_34175.png,Endoscapes/train/Frames/39_34175.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_35675.png,Endoscapes/train/Frames/39_35675.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_37175.png,Endoscapes/train/Frames/39_37175.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_37925.png,Endoscapes/train/Frames/39_37925.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_38675.png,Endoscapes/train/Frames/39_38675.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_39425.png,Endoscapes/train/Frames/39_39425.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_40175.png,Endoscapes/train/Frames/39_40175.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_41675.png,Endoscapes/train/Frames/39_41675.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_42425.png,Endoscapes/train/Frames/39_42425.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_43175.png,Endoscapes/train/Frames/39_43175.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/39_43925.png,Endoscapes/train/Frames/39_43925.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/43_10200.png,Endoscapes/train/Frames/43_10200.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/43_10950.png,Endoscapes/train/Frames/43_10950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/43_7950.png,Endoscapes/train/Frames/43_7950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/43_8700.png,Endoscapes/train/Frames/43_8700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/43_9450.png,Endoscapes/train/Frames/43_9450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_22450.png,Endoscapes/train/Frames/4_22450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_23200.png,Endoscapes/train/Frames/4_23200.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_23950.png,Endoscapes/train/Frames/4_23950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_24700.png,Endoscapes/train/Frames/4_24700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_26200.png,Endoscapes/train/Frames/4_26200.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_27700.png,Endoscapes/train/Frames/4_27700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_28450.png,Endoscapes/train/Frames/4_28450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_30700.png,Endoscapes/train/Frames/4_30700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_31450.png,Endoscapes/train/Frames/4_31450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_34450.png,Endoscapes/train/Frames/4_34450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_35200.png,Endoscapes/train/Frames/4_35200.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_35950.png,Endoscapes/train/Frames/4_35950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_36700.png,Endoscapes/train/Frames/4_36700.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/4_37450.png,Endoscapes/train/Frames/4_37450.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/52_28300.png,Endoscapes/train/Frames/52_28300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/52_29050.png,Endoscapes/train/Frames/52_29050.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/52_29800.png,Endoscapes/train/Frames/52_29800.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/56_19200.png,Endoscapes/train/Frames/56_19200.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/56_19950.png,Endoscapes/train/Frames/56_19950.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_25400.png,Endoscapes/train/Frames/57_25400.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_26900.png,Endoscapes/train/Frames/57_26900.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_27650.png,Endoscapes/train/Frames/57_27650.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_28400.png,Endoscapes/train/Frames/57_28400.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_29150.png,Endoscapes/train/Frames/57_29150.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_29900.png,Endoscapes/train/Frames/57_29900.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_30650.png,Endoscapes/train/Frames/57_30650.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_31400.png,Endoscapes/train/Frames/57_31400.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/57_32150.png,Endoscapes/train/Frames/57_32150.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/71_12800.png,Endoscapes/train/Frames/71_12800.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/71_13550.png,Endoscapes/train/Frames/71_13550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/72_12250.png,Endoscapes/train/Frames/72_12250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/75_18900.png,Endoscapes/train/Frames/75_18900.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/75_19650.png,Endoscapes/train/Frames/75_19650.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/82_23350.png,Endoscapes/train/Frames/82_23350.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/82_24850.png,Endoscapes/train/Frames/82_24850.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/82_25600.png,Endoscapes/train/Frames/82_25600.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/82_26350.png,Endoscapes/train/Frames/82_26350.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/83_65425.png,Endoscapes/train/Frames/83_65425.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/83_66175.png,Endoscapes/train/Frames/83_66175.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/83_66925.png,Endoscapes/train/Frames/83_66925.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/84_21550.png,Endoscapes/train/Frames/84_21550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/84_22300.png,Endoscapes/train/Frames/84_22300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/84_24550.png,Endoscapes/train/Frames/84_24550.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/84_25300.png,Endoscapes/train/Frames/84_25300.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/84_26050.png,Endoscapes/train/Frames/84_26050.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/90_30250.png,Endoscapes/train/Frames/90_30250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/90_31000.png,Endoscapes/train/Frames/90_31000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/90_32500.png,Endoscapes/train/Frames/90_32500.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/90_33250.png,Endoscapes/train/Frames/90_33250.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/90_34000.png,Endoscapes/train/Frames/90_34000.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/90_34750.png,Endoscapes/train/Frames/90_34750.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/98_62575.png,Endoscapes/train/Frames/98_62575.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/98_63325.png,Endoscapes/train/Frames/98_63325.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/98_64075.png,Endoscapes/train/Frames/98_64075.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/98_64825.png,Endoscapes/train/Frames/98_64825.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Artery/98_65575.png,Endoscapes/train/Frames/98_65575.jpg,Endoscapes,Cystic Artery
Endoscapes/train/Masks/Cystic Duct/100_27925.png,Endoscapes/train/Frames/100_27925.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_28675.png,Endoscapes/train/Frames/100_28675.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_29425.png,Endoscapes/train/Frames/100_29425.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_30175.png,Endoscapes/train/Frames/100_30175.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_30925.png,Endoscapes/train/Frames/100_30925.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_31675.png,Endoscapes/train/Frames/100_31675.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_32425.png,Endoscapes/train/Frames/100_32425.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_33925.png,Endoscapes/train/Frames/100_33925.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_34675.png,Endoscapes/train/Frames/100_34675.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_35425.png,Endoscapes/train/Frames/100_35425.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_36175.png,Endoscapes/train/Frames/100_36175.jpg,Endoscapes,Cystic Duct
Endoscapes/train/Masks/Cystic Duct/100_36925.png,Endoscapes/train/Frames/100_36925.jpg,Endoscapes,Cystic Duct
