mask,frame,dataset,class_name
m2caiSeg/train/Masks/artery/25650.png,m2caiSeg/train/Frames/25650.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25675.png,m2caiSeg/train/Frames/25675.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25700.png,m2caiSeg/train/Frames/25700.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25725.png,m2caiSeg/train/Frames/25725.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25775.png,m2caiSeg/train/Frames/25775.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25800.png,m2caiSeg/train/Frames/25800.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25850.png,m2caiSeg/train/Frames/25850.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25875.png,m2caiSeg/train/Frames/25875.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25925.png,m2caiSeg/train/Frames/25925.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/25950.png,m2caiSeg/train/Frames/25950.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26025.png,m2caiSeg/train/Frames/26025.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26050.png,m2caiSeg/train/Frames/26050.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26125.png,m2caiSeg/train/Frames/26125.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26150.png,m2caiSeg/train/Frames/26150.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26175.png,m2caiSeg/train/Frames/26175.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26200.png,m2caiSeg/train/Frames/26200.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26225.png,m2caiSeg/train/Frames/26225.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26250.png,m2caiSeg/train/Frames/26250.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26325.png,m2caiSeg/train/Frames/26325.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26350.png,m2caiSeg/train/Frames/26350.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26400.png,m2caiSeg/train/Frames/26400.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26450.png,m2caiSeg/train/Frames/26450.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26475.png,m2caiSeg/train/Frames/26475.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26525.png,m2caiSeg/train/Frames/26525.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26575.png,m2caiSeg/train/Frames/26575.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26600.png,m2caiSeg/train/Frames/26600.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26675.png,m2caiSeg/train/Frames/26675.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26700.png,m2caiSeg/train/Frames/26700.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26725.png,m2caiSeg/train/Frames/26725.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26750.png,m2caiSeg/train/Frames/26750.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26775.png,m2caiSeg/train/Frames/26775.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26800.png,m2caiSeg/train/Frames/26800.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26825.png,m2caiSeg/train/Frames/26825.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26925.png,m2caiSeg/train/Frames/26925.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26950.png,m2caiSeg/train/Frames/26950.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/26975.png,m2caiSeg/train/Frames/26975.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27000.png,m2caiSeg/train/Frames/27000.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27025.png,m2caiSeg/train/Frames/27025.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27050.png,m2caiSeg/train/Frames/27050.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27075.png,m2caiSeg/train/Frames/27075.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27100.png,m2caiSeg/train/Frames/27100.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27150.png,m2caiSeg/train/Frames/27150.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27175.png,m2caiSeg/train/Frames/27175.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27200.png,m2caiSeg/train/Frames/27200.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27225.png,m2caiSeg/train/Frames/27225.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27250.png,m2caiSeg/train/Frames/27250.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27325.png,m2caiSeg/train/Frames/27325.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27575.png,m2caiSeg/train/Frames/27575.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27600.png,m2caiSeg/train/Frames/27600.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27650.png,m2caiSeg/train/Frames/27650.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27675.png,m2caiSeg/train/Frames/27675.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/27700.png,m2caiSeg/train/Frames/27700.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28000.png,m2caiSeg/train/Frames/28000.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28025.png,m2caiSeg/train/Frames/28025.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28050.png,m2caiSeg/train/Frames/28050.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28075.png,m2caiSeg/train/Frames/28075.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28100.png,m2caiSeg/train/Frames/28100.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28125.png,m2caiSeg/train/Frames/28125.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28150.png,m2caiSeg/train/Frames/28150.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/artery/28175.png,m2caiSeg/train/Frames/28175.jpg,m2caiSeg,artery
m2caiSeg/train/Masks/bile/17700.png,m2caiSeg/train/Frames/17700.jpg,m2caiSeg,bile
m2caiSeg/train/Masks/bile/18925.png,m2caiSeg/train/Frames/18925.jpg,m2caiSeg,bile
m2caiSeg/train/Masks/bile/7375.png,m2caiSeg/train/Frames/7375.jpg,m2caiSeg,bile
m2caiSeg/train/Masks/bile/7625.png,m2caiSeg/train/Frames/7625.jpg,m2caiSeg,bile
m2caiSeg/train/Masks/bile/8100.png,m2caiSeg/train/Frames/8100.jpg,m2caiSeg,bile
m2caiSeg/train/Masks/bipolar/18925.png,m2caiSeg/train/Frames/18925.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/44275.png,m2caiSeg/train/Frames/44275.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/55950.png,m2caiSeg/train/Frames/55950.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/56000.png,m2caiSeg/train/Frames/56000.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/56025.png,m2caiSeg/train/Frames/56025.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/56050.png,m2caiSeg/train/Frames/56050.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/56075.png,m2caiSeg/train/Frames/56075.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/bipolar/56100.png,m2caiSeg/train/Frames/56100.jpg,m2caiSeg,bipolar
m2caiSeg/train/Masks/blood/13700.png,m2caiSeg/train/Frames/13700.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/17700.png,m2caiSeg/train/Frames/17700.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/18925.png,m2caiSeg/train/Frames/18925.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/20400.png,m2caiSeg/train/Frames/20400.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/20650.png,m2caiSeg/train/Frames/20650.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/20900.png,m2caiSeg/train/Frames/20900.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/21150.png,m2caiSeg/train/Frames/21150.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/21400.png,m2caiSeg/train/Frames/21400.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/21875.png,m2caiSeg/train/Frames/21875.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/22125.png,m2caiSeg/train/Frames/22125.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/22375.png,m2caiSeg/train/Frames/22375.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/22625.png,m2caiSeg/train/Frames/22625.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/23100.png,m2caiSeg/train/Frames/23100.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/23850.png,m2caiSeg/train/Frames/23850.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/7375.png,m2caiSeg/train/Frames/7375.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/7625.png,m2caiSeg/train/Frames/7625.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/blood/8100.png,m2caiSeg/train/Frames/8100.jpg,m2caiSeg,blood
m2caiSeg/train/Masks/clipper/23350.png,m2caiSeg/train/Frames/23350.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/23600.png,m2caiSeg/train/Frames/23600.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/23850.png,m2caiSeg/train/Frames/23850.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/25125.png,m2caiSeg/train/Frames/25125.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/25150.png,m2caiSeg/train/Frames/25150.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26125.png,m2caiSeg/train/Frames/26125.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26175.png,m2caiSeg/train/Frames/26175.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26225.png,m2caiSeg/train/Frames/26225.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26250.png,m2caiSeg/train/Frames/26250.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26275.png,m2caiSeg/train/Frames/26275.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26300.png,m2caiSeg/train/Frames/26300.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26325.png,m2caiSeg/train/Frames/26325.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26350.png,m2caiSeg/train/Frames/26350.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26400.png,m2caiSeg/train/Frames/26400.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26425.png,m2caiSeg/train/Frames/26425.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26450.png,m2caiSeg/train/Frames/26450.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26475.png,m2caiSeg/train/Frames/26475.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26500.png,m2caiSeg/train/Frames/26500.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26525.png,m2caiSeg/train/Frames/26525.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26550.png,m2caiSeg/train/Frames/26550.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26625.png,m2caiSeg/train/Frames/26625.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26650.png,m2caiSeg/train/Frames/26650.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26675.png,m2caiSeg/train/Frames/26675.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26700.png,m2caiSeg/train/Frames/26700.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26725.png,m2caiSeg/train/Frames/26725.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26800.png,m2caiSeg/train/Frames/26800.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26825.png,m2caiSeg/train/Frames/26825.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26925.png,m2caiSeg/train/Frames/26925.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26950.png,m2caiSeg/train/Frames/26950.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/26975.png,m2caiSeg/train/Frames/26975.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27000.png,m2caiSeg/train/Frames/27000.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27050.png,m2caiSeg/train/Frames/27050.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27075.png,m2caiSeg/train/Frames/27075.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27100.png,m2caiSeg/train/Frames/27100.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27125.png,m2caiSeg/train/Frames/27125.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27175.png,m2caiSeg/train/Frames/27175.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27200.png,m2caiSeg/train/Frames/27200.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27225.png,m2caiSeg/train/Frames/27225.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27250.png,m2caiSeg/train/Frames/27250.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27275.png,m2caiSeg/train/Frames/27275.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/clipper/27300.png,m2caiSeg/train/Frames/27300.jpg,m2caiSeg,clipper
m2caiSeg/train/Masks/fat/10075.png,m2caiSeg/train/Frames/10075.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/10275.png,m2caiSeg/train/Frames/10275.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/1125.png,m2caiSeg/train/Frames/1125.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/11400.png,m2caiSeg/train/Frames/11400.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/1225.png,m2caiSeg/train/Frames/1225.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/12550.png,m2caiSeg/train/Frames/12550.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/13025.png,m2caiSeg/train/Frames/13025.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/13700.png,m2caiSeg/train/Frames/13700.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/14000.png,m2caiSeg/train/Frames/14000.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/14500.png,m2caiSeg/train/Frames/14500.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/1475.png,m2caiSeg/train/Frames/1475.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/14825.png,m2caiSeg/train/Frames/14825.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/15250.png,m2caiSeg/train/Frames/15250.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/15975.png,m2caiSeg/train/Frames/15975.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/16475.png,m2caiSeg/train/Frames/16475.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/1700.png,m2caiSeg/train/Frames/1700.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/17700.png,m2caiSeg/train/Frames/17700.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/18925.png,m2caiSeg/train/Frames/18925.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/1950.png,m2caiSeg/train/Frames/1950.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/20400.png,m2caiSeg/train/Frames/20400.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/20650.png,m2caiSeg/train/Frames/20650.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/20900.png,m2caiSeg/train/Frames/20900.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/21150.png,m2caiSeg/train/Frames/21150.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/21400.png,m2caiSeg/train/Frames/21400.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/21625.png,m2caiSeg/train/Frames/21625.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/2200.png,m2caiSeg/train/Frames/2200.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/22125.png,m2caiSeg/train/Frames/22125.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/22375.png,m2caiSeg/train/Frames/22375.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/225.png,m2caiSeg/train/Frames/225.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/22625.png,m2caiSeg/train/Frames/22625.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/2275.png,m2caiSeg/train/Frames/2275.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/22875.png,m2caiSeg/train/Frames/22875.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/23100.png,m2caiSeg/train/Frames/23100.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/23350.png,m2caiSeg/train/Frames/23350.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/23600.png,m2caiSeg/train/Frames/23600.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/2450.png,m2caiSeg/train/Frames/2450.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25025.png,m2caiSeg/train/Frames/25025.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25050.png,m2caiSeg/train/Frames/25050.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25075.png,m2caiSeg/train/Frames/25075.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25125.png,m2caiSeg/train/Frames/25125.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25200.png,m2caiSeg/train/Frames/25200.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25225.png,m2caiSeg/train/Frames/25225.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25275.png,m2caiSeg/train/Frames/25275.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25300.png,m2caiSeg/train/Frames/25300.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25375.png,m2caiSeg/train/Frames/25375.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25400.png,m2caiSeg/train/Frames/25400.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25450.png,m2caiSeg/train/Frames/25450.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25475.png,m2caiSeg/train/Frames/25475.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25500.png,m2caiSeg/train/Frames/25500.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25525.png,m2caiSeg/train/Frames/25525.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25575.png,m2caiSeg/train/Frames/25575.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25600.png,m2caiSeg/train/Frames/25600.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25625.png,m2caiSeg/train/Frames/25625.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25650.png,m2caiSeg/train/Frames/25650.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25675.png,m2caiSeg/train/Frames/25675.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25700.png,m2caiSeg/train/Frames/25700.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25725.png,m2caiSeg/train/Frames/25725.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25775.png,m2caiSeg/train/Frames/25775.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25800.png,m2caiSeg/train/Frames/25800.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25825.png,m2caiSeg/train/Frames/25825.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25850.png,m2caiSeg/train/Frames/25850.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25875.png,m2caiSeg/train/Frames/25875.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/25900.png,m2caiSeg/train/Frames/25900.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26000.png,m2caiSeg/train/Frames/26000.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26025.png,m2caiSeg/train/Frames/26025.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26075.png,m2caiSeg/train/Frames/26075.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26100.png,m2caiSeg/train/Frames/26100.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26150.png,m2caiSeg/train/Frames/26150.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26175.png,m2caiSeg/train/Frames/26175.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26200.png,m2caiSeg/train/Frames/26200.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26225.png,m2caiSeg/train/Frames/26225.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26250.png,m2caiSeg/train/Frames/26250.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26275.png,m2caiSeg/train/Frames/26275.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26350.png,m2caiSeg/train/Frames/26350.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26375.png,m2caiSeg/train/Frames/26375.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26425.png,m2caiSeg/train/Frames/26425.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26450.png,m2caiSeg/train/Frames/26450.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26475.png,m2caiSeg/train/Frames/26475.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26500.png,m2caiSeg/train/Frames/26500.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26525.png,m2caiSeg/train/Frames/26525.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26550.png,m2caiSeg/train/Frames/26550.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26575.png,m2caiSeg/train/Frames/26575.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26600.png,m2caiSeg/train/Frames/26600.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26675.png,m2caiSeg/train/Frames/26675.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26725.png,m2caiSeg/train/Frames/26725.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26800.png,m2caiSeg/train/Frames/26800.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26825.png,m2caiSeg/train/Frames/26825.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26925.png,m2caiSeg/train/Frames/26925.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/26975.png,m2caiSeg/train/Frames/26975.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/2700.png,m2caiSeg/train/Frames/2700.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/27000.png,m2caiSeg/train/Frames/27000.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/27025.png,m2caiSeg/train/Frames/27025.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/27050.png,m2caiSeg/train/Frames/27050.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/27075.png,m2caiSeg/train/Frames/27075.jpg,m2caiSeg,fat
m2caiSeg/train/Masks/fat/27100.png,m2caiSeg/train/Frames/27100.jpg,m2caiSeg,fat
